image,source
000024.jpg,https://www.pepperworldhotshop.com/out/pictures/master/product/1/8.jpg
000025.jpg,https://cdn.shopify.com/s/files/1/0157/0808/products/IMG_1771_large.jpg?v=1360359494
000026.jpg,https://i.pinimg.com/originals/6c/33/0d/6c330d88d7285fdfe53089b7a8f60e56.jpg
000027.jpg,https://i.ebayimg.com/images/g/uPYAAOSwZddcLC38/s-l300.jpg
000028.jpg,https://images-eu.ssl-images-amazon.com/images/I/51h-26OioHL._SR600%2C315_PIWhiteStrip%2CBottomLeft%2C0%2C35_PIStarRatingFOUR%2CBottomLeft%2C360%2C-6_SR600%2C315_SCLZZZZZZZ_.jpg
000029.jpg,https://www.madeinnewmexico.com/media/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/c/h/chimayo.jpg
000030.jpg,https://www.adaptiveseeds.com/wp-content/uploads/2014/12/Maria-Nagy-Transylvanian-Hot-Pepper-4-340x340.jpg
000031.jpg,https://c8.alamy.com/comp/D036WM/southwestern-style-bowl-of-green-and-red-chili-peppers-on-a-rustic-D036WM.jpg
000032.jpg,https://pics.davesgarden.com/pics/2011/11/03/chimayo/885f74.jpg
000033.jpg,https://i.ytimg.com/vi/p42TS1rYM3E/hqdefault.jpg
000034.jpg,https://i.etsystatic.com/6784982/r/il/f84553/1442904839/il_570xN.1442904839_36e5.jpg
000035.jpg,https://i.etsystatic.com/7824311/r/il/440b5b/922221303/il_794xN.922221303_mpjc.jpg
000036.jpg,https://www.superhotchiles.com/wp-content/uploads/2018/04/Aleppo-Pepper-Seeds-300x225.jpg
000037.jpg,https://www.pepperseeds.eu/pub/media/catalog/product/cache/51e4881dc4e265ed9adcb710d483ab73/c/h/chili_seeds_-_chimayo.jpg
000038.jpg,https://kubrick.htvapps.com/htv-prod-media.s3.amazonaws.com/images/chile-pepper-1487891551.jpg?crop=1.00xw:1.00xh;0,0&resize=640:*
000039.jpg,http://www.heliotricity.com/images/chile_peppers/chimayo%201024x768.jpg
000040.jpg,https://c8.alamy.com/comp/R40Y36/chimayo-new-mexico-dried-red-chilies-garlands-and-a-geometric-colored-indian-blanket-R40Y36.jpg
000041.jpg,https://sites.google.com/site/chimayochile/_/rsrc/1472868555400/home/Home%20Page%20Photo.jpg?height=244&width=320
000042.jpg,https://cdn-image.foodandwine.com/sites/default/files/styles/4_3_horizontal_-_1200x900/public/1519313841/chimayo-chile-powder-FT-BLOG0218.jpg?itok=eXFbympD
000043.jpg,https://c8.alamy.com/comp/A2GKRF/usa-new-mexico-chimayo-santuario-de-chimayo-church-area-chili-pepper-A2GKRF.jpg
000044.jpg,https://vignette.wikia.nocookie.net/gardener/images/6/63/Chilli_Chimayo.jpg/revision/latest?cb=20101002164009
000045.jpg,https://envato-shoebox-0.imgix.net/5eb8/6301-93e9-4c9a-82be-b3780d00d565/Chimayo+chile-21-Edit+copy.jpg?auto=compress%2Cformat&fit=max&mark=https%3A%2F%2Felements-assets.envato.com%2Fstatic%2Fwatermark2.png&markalign=center%2Cmiddle&markalpha=18&w=700&s=6014d520ae59fd01c34f939a50f1e1c4
000046.jpg,http://www.taosmagazine.com/wp-content/uploads/2016/05/AdobeStock_24378901-1.jpeg
000047.jpg,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F44%2F2010%2F08%2F27113349%2Fchile_web.jpg&q=85
000048.jpg,http://www.ecoseeds.com/PEPPER22.JPG
000049.jpg,https://i.etsystatic.com/12356882/r/il/bab529/1098292863/il_570xN.1098292863_9wfx.jpg
000050.jpg,http://www.tradewindsfruit.com/content/images/chimayo-pepper.jpg
000051.jpg,https://assets.atlasobscura.com/media/W1siZiIsInVwbG9hZHMvdGhpbmdfaW1hZ2VzL2NiMDIzNGRjLWI0MzYtNDE0YS1hODIyLTQ0NzAwNjM4NGJhMGU0MTJlZGU3N2VmMWIzOTc2NV9QdW1wa2luU3BpY2UyLmpwZyJdLFsicCIsImNvbnZlcnQiLCIiXSxbInAiLCJjb252ZXJ0IiwiLXF1YWxpdHkgODEgLWF1dG8tb3JpZW50Il0sWyJwIiwidGh1bWIiLCI2MDB4NDAwIyJdXQ/PumpkinSpice2.jpg
000052.jpg,https://i.pinimg.com/originals/2a/ff/bd/2affbdaf9aaae057f5c518a843c1238f.png
000053.jpg,https://i.ytimg.com/vi/DS2favxddUY/maxresdefault.jpg
000054.jpg,https://st4.depositphotos.com/3147771/19952/i/1600/depositphotos_199527170-stock-photo-mexican-chimayo-chile-peppers-ripe.jpg
000055.jpg,https://www.superhotchiles.com/wp-content/uploads/2018/09/chilesHernandez6-20181.jpg
000056.jpg,https://cdn.shopify.com/s/files/1/0871/0950/products/Chimayoristras_1024x1024.jpg?v=1544567139
000057.jpg,https://www.adaptiveseeds.com/wp-content/uploads/2014/12/Sweet-Pepper-Bacskai-Feher-3-340x340.jpg
000058.jpg,https://bbteam.com/wp-content/uploads/2019/04/chimayo-chili-pepper.jpg
000059.jpg,https://cdn11.bigcommerce.com/s-9d454/images/stencil/1280x1280/products/5022/9666/chimayo-chile-ground__25989.1299860254.jpg?c=2&imbypass=on
000060.jpg,https://images.robertharding.com/previeww/RM/RH/HORIZONTAL/767-16.jpg
000061.jpg,https://1.bp.blogspot.com/-yHFVXgZ7lkE/W4kuuhvorHI/AAAAAAAAIB0/iqTAp0pgNOEGFuuro3Y6aDO5XpoYlCSwACPcBGAYYCw/s1600/IMG_8735.jpg
000062.jpg,https://i.pinimg.com/originals/f9/28/45/f9284514caa785aaa9250f5fc3bb6690.jpg
000063.jpg,https://jakeseed.com/wp-content/uploads/2018/01/goats-weed-324x324.jpg
000064.jpg,https://i.imgur.com/Nse2DAv.jpg
000065.jpg,https://thumbs.dreamstime.com/z/chimayo-chile-pepper-mexican-heirloom-ripe-red-crossed-pod-halves-seeds-chimayo-chile-pepper-crossed-seeded-halves-114610442.jpg
000066.jpg,https://www.adaptiveseeds.com/wp-content/uploads/2017/12/pepper-aji-marchant-1-340x340.jpg
000067.jpg,http://chilifee.de/WebRoot/Store17/Shops/6785a7bf-b9bd-45fa-b711-164bd13875ab/566A/781F/C1F1/F30B/EB30/0A48/3549/1DE4/Chimayo.jpg
000068.jpg,https://ah-cms.hideawayreport.com/images/index-chimayo-new-mexico-chimayo-chile-ristras-wreath.jpg
000069.jpg,https://imgc.allpostersimages.com/img/print/posters/john-elk-iii-if-the-chile-ain-t-hot-enough-the-cook-s-not-mad-enough-new-mexican-adage-chimayo-new-mexico_a-G-2698114-4990619.jpg?w=895&h=671
000070.jpg,https://davesgarden.com/guides/pf/thumbnail.php?image=2011/11/01/chimayo/8b46fd.jpg&widht=700&height=312
000071.jpg,https://lh5.googleusercontent.com/-lTnvINrPBgc/T8xEc_wVcYI/AAAAAAAACXQ/2u7vdTG74j4/w401-h307-n-k/Chimayo%2BRed%2BPowder%2B2.JPG
000072.jpg,https://jakeseed.com/wp-content/uploads/2018/12/Nagabrains-Red-324x324.jpg
000073.jpg,http://i.imgur.com/HMBhbFZ.jpg
000074.jpg,https://assets.atlasobscura.com/article_images/63551/image.jpg
000075.jpg,http://www.taosmagazine.com/wp-content/uploads/2016/05/AdobeStock_99650349.jpeg
000076.jpg,https://c8.alamy.com/comp/A2GKT1/usa-new-mexico-chimayo-santuario-de-chimayo-church-area-chili-pepper-A2GKT1.jpg
000077.jpg,https://highlandsranchfoodie.com/wp-content/uploads/2018/10/bushel-hatch-chile-peppers.jpg
000078.jpg,http://www.potrerotradingpost.com/images/ChileProduce/5138.jpg
000079.jpg,https://www.tripsavvy.com/thmb/hycY31z5N39iqflPgeKj15LkvAc=/2121x1414/filters:fill(auto,1)/GettyImages-638984756-59744d2d22fa3a001069bfe2.jpg
000080.jpg,https://midcolumbiagardens.com/shop/89-large_default/chimayo.jpg
000081.jpg,https://www.adaptiveseeds.com/wp-content/uploads/2014/12/Korean-Hot-Pepper-2-520x520.jpg
000082.jpg,http://jandlgardens.com/xencart/images/categories/pepper%20assortment(r).JPG
000083.jpg,https://farm2.staticflickr.com/1117/1164144942_acae448762_z.jpg?zz=1
000084.jpg,https://cdn.shopify.com/s/files/1/0864/1114/products/Chimayo_Blend_web_1024x1024.jpg?v=1496604950
000085.jpg,https://images-na.ssl-images-amazon.com/images/I/61HrbQ2cbvL.jpg
000086.jpg,https://assets.atlasobscura.com/media/W1siZiIsInVwbG9hZHMvYXNzZXRzL2Q5MGFiYzk0LTE5NzItNGI1NC05N2I4LTA1ZDE1NjJjMzUwNmJjMWVmNTYzZGVlM2VkYThmOV9wZXBwZXJvbmktODgwMzMyXzE5MjAuanBnIl0sWyJwIiwiY29udmVydCIsIiJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA4MSAtYXV0by1vcmllbnQiXSxbInAiLCJ0aHVtYiIsIjYwMHg0MDAjIl1d/pepperoni-880332_1920.jpg
000087.jpg,https://bloximages.chicago2.vip.townnews.com/sentinelsource.com/content/tncms/assets/v3/editorial/8/f8/8f81e5d8-4767-11e9-b36a-af0998f39c5e/5c8c162c428fa.image.jpg?resize=1200%2C899
000088.jpg,https://www.madeinnewmexico.com/media/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/c/h/chimayo_medium_1.jpg
000089.jpg,http://www.cliffsnotesbeerguide.com/wp-content/uploads/chimayo01.jpg
000090.jpg,https://i.ebayimg.com/images/g/AaMAAOSwY7taiKQD/s-l300.jpg
000091.jpg,https://i.pinimg.com/originals/f4/56/47/f456472f9ff1bfa7e198a16580ae914c.jpg
000092.jpg,https://www.superhotchiles.com/wp-content/uploads/2018/04/Queen-Laurie-Seeds-300x225.jpg
000093.jpg,https://shopcart.nmsu.edu/shopcontent/15/chimayoforweb.jpg
000094.jpg,https://media.istockphoto.com/photos/chimayo-chile-pepper-halved-pod-top-view-picture-id947730100
000095.jpg,https://pics.davesgarden.com/pics/2011/11/03/chimayo/879183.jpg
000096.jpg,https://philip.greenspun.com/images/pcd1680/chili-peppers-35.3.jpg
000097.jpg,https://polarsteps.s3.amazonaws.com/u_20537/c139610c-5302-4537-a357-affbb38b5a8d_C2B210CD-2772-42EA-A1F9-58EC9A58F618.jpg
000098.jpg,http://tangledbranches.com/blog/wp-content/uploads/2011/09/harvest-2011-09-04.jpg
000099.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/Hatch_green_chile.jpg
000100.jpg,https://sharonsnaturalgardens.com/wp-content/uploads/2018/11/Chile20Pepper20-20Chimayo20Chile20Pepper20Seed.jpg
000101.jpg,https://cdn.shopify.com/s/files/1/0188/0032/products/chile-chimayo-blend-powder-heat-level-01-meta-related-collection-new-mex-red-pepper-spicepeppers-los-chileros-chilly-chiles-largest-selection-of-hot-sauce-in_532.jpg
000102.jpg,https://www.cayennediane.com/wp-content/uploads/2016/10/Palestine-TX-Hot-Pepper-Festival-2019.png
000103.jpg,https://img.mshanken.com/d/wso/Articles/2017/MC_Chile020717_1600.jpg?w=1255&q=90
000104.jpg,http://static1.squarespace.com/static/56d6081ee707eb99c729eee8/587d3e75e6f2e1953314bb03/58882aa46a496319031934b6/1547604814025/?format=1500w
000105.jpg,https://ediblephoenix.ediblecommunities.com/sites/default/files/styles/ariticle_landscape__322x214_/public/images/article/article_details/crazy-chile-farm-7_0.jpg?itok=ndS-9EZP
000106.jpg,https://pics.davesgarden.com/pics/2011/11/04/chimayo/f6fd08.jpg
000107.jpg,https://www.adaptiveseeds.com/wp-content/uploads/2014/12/Maria-Nagy-Transylvanian-Hot-Pepper-3-340x340.jpg
000108.jpg,https://rukminim1.flixcart.com/image/1664/1664/plant-seed/w/x/h/soil-me-50-chilli-yellow-long-hot-pepper-original-imaeh4uz52dhxgcc.jpeg?q=90
000109.jpg,https://i.pinimg.com/originals/93/8c/64/938c64b24a94a1175aec30d918cdae21.jpg
000110.jpg,https://www.pepperscale.com/wp-content/uploads/2014/10/hot-pepper-list-768x511.jpeg
000111.jpg,https://dynamicmedia.zuza.com/zz/m/original_/1/8/188fc9a0-693e-46ec-ad40-037ee953054a/B88184097Z.1_20180515135544_000_GDE68QV6.5-0_Super_Portrait.jpg
000112.jpg,http://www.taosmagazine.com/wp-content/uploads/2016/05/TheSpiceofNewMexico_chili.jpg
000113.jpg,https://images-na.ssl-images-amazon.com/images/I/5163fFUaY%2BL._SX425_.jpg
000114.jpg,https://sites.google.com/site/chimayochilebrosii/_/rsrc/1522281541493/ristras/Ristras_x4.jpg?height=320&width=243
000115.jpg,https://www.madeinnewmexico.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/chimayo_duo_2.jpg
000116.jpg,https://media.gettyimages.com/photos/high-road-to-taos-chimayo-chili-ristras-for-sale-picture-id692572369
000117.jpg,http://1.bp.blogspot.com/-B0apFwnQSyE/Tk60Rmpa4eI/AAAAAAAAAdc/rZhHPPfexx0/s1600/20110819_2_ChimayoChiliPeppers.jpg
000118.jpg,https://jakeseed.com/wp-content/uploads/2018/01/hungarian-wax-324x324.jpg
000119.jpg,https://2.bp.blogspot.com/-B7gqRfUD_Lo/WLGOH6ThT9I/AAAAAAAAG0c/17nrLN6YIIkKU85blezmyOTWidF_8qisgCLcB/s1600/P1011805.JPG
000120.jpg,https://c8.alamy.com/comp/BB3XF1/na-usa-new-mexico-chimayo-rancho-de-chimayo-restraunt-red-chili-peppers-BB3XF1.jpg
000121.jpg,http://unity1.co/wp-content/uploads/2018/12/red-chile-powder-chimayo-recipes-indian-chili-substitute-bueno-sauce-from.jpg
000122.jpg,https://img.sunset02.com/sites/default/files/rancho-de-chimayo-carne-adovada-su.jpg
000123.jpg,https://www.savoryspiceshop.com/content/mercury_modules/cart/items/3/2/2/3228/chile-chimayo-variety-chile-powder-mild-1.jpg
000124.jpg,https://cdn11.bigcommerce.com/s-cg0adf/images/stencil/1280x1280/products/244/449/chimayo_dried__86616.1402565957.jpg?c=2&imbypass=on
000125.jpg,http://uspcd.org/wp-content/uploads/2019/02/red-chile-powder-natural-chilli-chili-indian-recipes-rancho-de-chimayo.jpg
000126.jpg,https://cdn.shopify.com/s/files/1/0207/8590/products/chimayo.jpg?v=1536674080
000127.jpg,http://i111.photobucket.com/albums/n160/bgpadios/Chimayopepper7-4-11.jpg
000128.jpg,https://media.istockphoto.com/photos/chili-ristra-in-new-mexico-picture-id1000292240
000129.jpg,https://cdn.shopify.com/s/files/1/1095/8052/products/Pepper_Chilaque_Rojo4_large.jpg?v=1544139313
000130.jpg,https://pics.davesgarden.com/pics/2014/02/08/chimayo/341da1.jpg
000131.jpg,https://cdn.shopify.com/s/files/1/0871/0950/products/3PackGreenRedChiles.jpg?v=1543357734
000132.jpg,https://www.chilipeppermadness.com/wp-content/uploads/2013/09/Cayenne-Peppers.jpg
000133.jpg,https://sites.google.com/site/chimayochile/_/rsrc/1499530989847/secure_shopping/products/San%20Juan%20Pods.jpg?attachauth=ANoY7co3CfvzPDUEKWikMlwW1tB9HmBSNae87i_ZwPLFXxnUeTuxgbqQCcKHUcew8lN4EtE7rV5iChTI2-zkiJla5PXMghCfnVjrzanmW-k3dhgz4fkiY1BU5jirxxX7XZtgChNXsJpsOgbFq1A233Une_IU1h3Tr2D016Uv55t21_r55SVoitocFMukwaFpYB5fBpkPnyVjDHYNcy9QxqRmu1c0aSVcVaFKfNRlWvVQ66azDuUJ5RA%3D&attredirects=0&height=309&width=400
000134.jpg,https://www.adaptiveseeds.com/wp-content/uploads/2018/12/Lady-Han-Hot-Pepper-1.jpg
000135.jpg,https://cdn.shopify.com/s/files/1/0157/0808/products/D009b_large.jpg?v=1525127391
000136.jpg,https://i.ytimg.com/vi/A99SDvNNzcI/maxresdefault.jpg
000137.jpg,https://img-aws.ehowcdn.com/600x600p/photos.demandstudios.com/getty/article/117/205/87644606_XS.jpg
000138.jpg,http://2.bp.blogspot.com/_dKok25glEy0/TTkEDfMBhDI/AAAAAAAAGfY/1AGFcMDValk/s1600/pepper-strings.jpg
000139.jpg,https://shopcart.nmsu.edu/shopcontent/15/orange-jalapeno2.jpg
000140.jpg,https://media.gettyimages.com/photos/drying-red-chili-peppers-picture-id594898518?s=612x612
000141.jpg,https://cdn.shopify.com/s/files/1/0784/3297/collections/Screen_Shot_2015-08-26_at_10.35.09_AM_1024x1024.png?v=1440606951
000142.jpg,https://images-na.ssl-images-amazon.com/images/I/51B1izMg2gL.jpg
000143.jpg,https://www.thespiceworks.co.uk/wp-content/uploads/csm/CHIMOYO_CHILLI_DRIED_WHOLE_CHILLI_PEPPERS.jpg
000144.jpg,https://i.pinimg.com/originals/18/24/cd/1824cd083676f914dacc545fcf992b7e.jpg
000145.jpg,http://www.lavozcolorado.com/photos/2016/10/PUEBLO-CD.jpg
000146.jpg,https://pics.davesgarden.com/pics/2011/11/01/chimayo/b0dd21.jpg
000147.jpg,http://i.imgur.com/YHZPqBJ.jpg
000148.jpg,http://www.takepart.com/sites/default/files/styles/large/public/chilis-janes-MAIn.jpg
000149.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/BhutJolokia09_Asit.jpg/1200px-BhutJolokia09_Asit.jpg
000150.jpg,https://i7.pngguru.com/preview/178/665/96/tabasco-pepper-birds-eye-chili-serrano-pepper-cayenne-pepper-chili-pepper-red-pepper-thumbnail.jpg
000151.jpg,http://3.bp.blogspot.com/-wtGFVitFe6k/T6hSezPfbkI/AAAAAAAABTQ/PFzYs3vSiC8/s1600/6a00e5519e7ea4883400e554d819e48833-800wi.jpg
000152.jpg,https://i.etsystatic.com/9762701/r/il/860dc5/629145615/il_570xN.629145615_axjt.jpg
000153.jpg,https://www.adaptiveseeds.com/wp-content/uploads/2018/12/Hong-Gochu-Large-Fruit-Hot-Pepper-2.jpg
000154.jpg,https://s3.amazonaws.com/media.farmersmarketinstitute.org/wp-content/uploads/2019/03/11171423/Ristras_Chile_2017_SantaFe_FarmersMarket-3-960x1280.jpg
000155.jpg,https://cdn.shopify.com/s/files/1/0060/4546/6739/files/IMG_5524_large.jpg?v=1547926001
000156.jpg,https://www.chilipeppermadness.com/wp-content/uploads/2013/09/Birds-Eye-Peppers.jpg
000157.jpg,https://assets.atlasobscura.com/media/W1siZiIsInVwbG9hZHMvdGhpbmdfaW1hZ2VzLzdkMDZmZWUyLTU0NWEtNDE2Zi04NGQwLWI0NTIzYTNkNTNmN2YxZDM3YWZiOTY4OWNhNTk1NF82MTE5MzcyNF8xNjgxNzAxNjc1NDcxMzlfMzg4OTAxMDI2MzQxMDYxNTYzNF9uLmpwZyJdLFsicCIsImNvbnZlcnQiLCIiXSxbInAiLCJjb252ZXJ0IiwiLXF1YWxpdHkgODEgLWF1dG8tb3JpZW50Il0sWyJwIiwidGh1bWIiLCI1ODB4NTgwIyJdXQ/61193724_168170167547139_3889010263410615634_n.jpg
000158.jpg,https://garden.org/pics/2017-07-07/Anderwood/0e7112.jpg
000159.jpg,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/67651767_219046159071778_1941379099181569749_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&se=8&oh=6512732889b0f7c1b4dc55c4cfce0766&oe=5E056925&ig_cache_key=MjExNDY4MDE3MDkxNjAwNzM4NA%3D%3D.2
000160.jpg,https://c8.alamy.com/comp/HNM292/new-mexico-high-road-to-taos-scenic-byway-chimayo-chili-ristras-for-HNM292.jpg
000161.jpg,https://www.taosnews.com/uploads/original/1513810632_f49e.jpg
000162.jpg,https://pics.davesgarden.com/pics/2011/11/02/chimayo/4e6439.jpg
000163.jpg,https://www.vspicery.com/wp-content/uploads/2010/08/Spice_Chimayo.jpg
000164.jpg,https://cdn.shopify.com/s/files/1/0784/3297/products/Big_Jim_Chile_2_grande.jpg?v=1453152688
000165.jpg,https://cdn.shopify.com/s/files/1/0060/4546/6739/files/IMG_0587_large.jpg?v=1548177275
000166.jpg,https://shopcart.nmsu.edu/shopcontent/15/chinese-new-year.jpg
000167.jpg,https://www.savoryspiceshop.com/content/mercury_modules/cart/items/3/2/2/3227/chile-chimayo-variety-chile-powder-hot-1.jpg
000168.jpg,https://i.ebayimg.com/images/g/tGoAAMXQVERS2Y7H/s-l300.jpg
000169.jpg,https://sukeyjumpmusic.files.wordpress.com/2015/11/img_8601.jpg
000170.jpg,https://cdn11.bigcommerce.com/s-9d454/images/stencil/350x350/products/4862/10318/california-chili-powder__69530.1333540215.jpg?c=2
000171.jpg,https://i.pinimg.com/originals/94/8f/87/948f871505b6c8179ffeef72784a3506.png
000172.jpg,https://img1.10bestmedia.com/Images/Photos/207410/p-Chiles-10-Best_54_990x660_201404231650.jpg
000173.jpg,https://cdn1.bigcommerce.com/server700/5mvrqhbm/products/166/images/143822/chi_chien_pepper_n__55769.1475552360.1280.1280.JPG?c=2
000174.jpg,https://cdn.shopify.com/s/files/1/1095/8052/products/Pepper_Shishito2_large.jpg?v=1544636299
000175.jpg,https://live.staticflickr.com/5137/5471901477_cc3c705031.jpg
000176.jpg,https://ourlomitafarm.files.wordpress.com/2016/09/img_9323.jpg?w=281&h=300
000177.jpg,http://cdn.shopify.com/s/files/1/1270/2601/products/Glen_Seeds_Heirloom_-_No_Pic_650d6910-60ae-4ab3-9b01-45a8917e087c_grande.jpg?v=1482303225
000178.jpg,https://cdn2.newsok.biz/cache/r620-3b49f5195343fcc1aee397ac9c6fce23.jpg
000179.jpg,https://img.sunset02.com/sites/default/files/styles/4_3_horizontal_inbody_900x506/public/image/noel-trujillo-of-vigils-chimayo-produce1.jpg
000180.jpg,https://lh5.googleusercontent.com/-9kOqYKIfnu0/UDxCz7Kdd0I/AAAAAAAABVU/zrqrflkHczY/s800/82712%2520garden%2520003.jpg
000181.jpg,https://cdn.shopify.com/s/files/1/0157/0808/products/1310499075_D19_large.jpeg?v=1339104883
000182.jpg,https://assets.atlasobscura.com/article_images/63553/image.jpg
000183.jpg,https://cdn2.newsok.biz/cache/large960_blur-b8116994b2a42468575a51f11c00daa1.jpg
000184.jpg,https://chef-julia.com/wp-content/uploads/2012/09/September222012303.jpg
000185.jpg,https://i5.walmartimages.com/asr/3b7c66eb-44ca-47c3-a744-40363310a84e_1.d6e8b83a41be6184da630cbc3ef49ad6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
000186.jpg,https://cdn.shopify.com/s/files/1/0784/3297/products/rnakychile_grande.png?v=1453310202
000187.jpg,https://pics.davesgarden.com/pics/2016/01/03/chimayo/c1be3a.jpg
000188.jpg,https://pbs.twimg.com/media/DdFKWWKU0AEnJgh.jpg
000189.jpg,https://www.chilipeppermadness.com/wp-content/uploads/2019/09/Yatsafusa-Peppers.jpg
000190.jpg,https://media.gettyimages.com/photos/chili-pepper-wreath-hangs-at-el-santuario-de-chimayo-picture-id148541463
000191.jpg,https://lh3.googleusercontent.com/p/AF1QipM-AW_3V39uSkmnbqLQNm26k37ADlOvAlo8tFks=s1600-w1024
000192.jpg,https://roadfood.com/wp-content/uploads/2018/12/Rancho-di-Chimayo-carne-adovada.jpg
000193.jpg,https://shopcart.nmsu.edu/shopcontent/15/cinco-de-mayo.jpg
000194.jpg,http://www.ecoseeds.com/PEPPER21.JPG
000195.jpg,https://explorepartsunknown.com/wp-content/uploads/2018/12/GettyImages-470839330.jpg?quality=95&strip=color
000196.jpg,https://cdn.shopify.com/s/files/1/1095/8052/products/Pepper_Tobasco3_large.jpg?v=1544140888
000197.jpg,https://www.thespruceeats.com/thmb/v1_M22OF7XMCKgzWa4KBcw9v-eg=/425x326/filters:no_upscale():max_bytes(150000):strip_icc()/spicy-vivid-chili-mexican-peppers-157643424-5977b413845b340011966538.jpg
000198.jpg,https://cdn.shopify.com/s/files/1/2214/9001/products/CHM_389f66cf-eb74-437b-aaf4-2b399b2141ef_300x300.jpg?v=1528165788
000199.jpg,https://www.adaptiveseeds.com/wp-content/uploads/2014/12/pepper-adaptive-early-thai-2-340x340.jpg
000200.jpg,https://i.ytimg.com/vi/Hpkzv6Ew5Mw/maxresdefault.jpg
000201.jpg,http://www.takepart.com/sites/default/files/styles/large/public/hatch-chilies-MAIN.jpg
000202.jpg,https://foodsofnations.com/wp-content/uploads/chimayo-chili-powder-mild-1.jpg
000203.jpg,https://munchies-images.vice.com/wp_upload/fire_roasting_chiles.jpg?crop=1xw%3A0.8435280189423836xh%3Bcenter%2Ccenter&resize=2000%3A*
